,address,tick_lower,tick_upper,amount,amount0,amount1,owner,sender,transaction_hash,block_number,timestamp
414,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202200,204360,11820964510649837,25000000000,15416416520509309003,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x41f0b31738f33d4b0ce2a5a10d43bb67cf4ff4984667bc7c415caad11d036e8a,16792816,2023-03-09 19:46:00
415,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202440,203580,4615618143193,5000000,3362898272175298,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xca3434b3883f1f5d3ccebe0431ed0e00f524799fc84a2da5378e422a7060817c,16792096,2023-03-09 17:20:00
416,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202500,203520,1573666154243088,1525162215,1028968524543719910,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc2a1ca3fdb2e98b1150426cb3343ee52dc6ad2fcf936149ab385c52ef8d06501,16791967,2023-03-09 16:54:00
417,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,201540,204600,64228221618817,199999544,111114858636336191,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x3c91bcd2a080bd225ac3f967e2882837f2614c3b48176cd3f5c111297f7fe4ad,16791760,2023-03-09 16:12:00
418,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,207660,209760,670589534637275,2070000000,0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x1846c94d146ddf1951cf94d20dc0c7823b40a25817944c5e744ff7782cc51587,16791622,2023-03-09 15:45:00
419,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,201420,208260,271878860775757,2500802766,500332173997142931,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x65110414473a40c7c151f3746039f5766c4169cb09cd6283ef888f3139630ea5,16791253,2023-03-09 14:30:00
420,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202680,203340,2309871119194658,1716006466,811195084079697317,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x08f7a350832dbdeade627f1b79b7b5432de81ba65cc4bf3f84d2dc7582ca7dd3,16791110,2023-03-09 14:01:00
421,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202560,203820,247156540208675,400000000,129807247205595773,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xdbf5f33cb462aff16c191cae57626362ddfe325579b2c76bf08e29310c2d4ab6,16790863,2023-03-09 13:11:00
422,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,200340,203160,973267047592316,350000000,3069473385473344506,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x6c38cf11aae9c79b846b76b15e2aeac78f9cd08fb1683af47e12cf3952d6c707,16790807,2023-03-09 12:59:00
423,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,201360,204660,44709422045496982,141375817818,88616428279723000991,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb07a676a78ffca6c50fd77b338dfbd616b4dbde7785b955bc48fa4cb00461257,16790328,2023-03-09 11:22:00
424,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202260,203520,1645847224225136,1900000000,1367024890191553519,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xe849ea77d1241355dc9541edb5ff0814853ce85419420ecac68be1f542e8c3e1,16787748,2023-03-09 02:41:00
425,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,200880,205140,1044299661486890,4221000000,2635287996423844016,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x0cdfc799c05659f701115adac729db68e601c750ef1f7404bf8b8b53a115b566,16787471,2023-03-09 01:45:00
426,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,200340,207240,2789185669543870,21023586907,8758169554951843794,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xda7eac0523f50ae8edc84d0e289cd56c9776a5ab379565abd38341b6ba054714,16787269,2023-03-09 01:04:00
427,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202920,202980,146967378880226265908,3070486642459,9244979531178569816037,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xe7d9907cbff778fff38ab220019bc738d3f59ddd53df02ce2cb2fad39a716266,16786950,2023-03-09 00:00:00
428,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202920,202980,146963650525394478637,3189912099123,9166802173347040831196,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x53dfc3ca68eefe578c52a01c8b41bb8ae6b24e3b03f3a82fb9963eb6e95067f2,16786950,2023-03-09 00:00:00
429,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,207660,209220,458624498420905,1065735472,0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xd27b649cc24369c5fb5df3418d490991dd4846c0c4a92e77de80f54087dcb720,16786657,2023-03-08 23:00:00
430,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,200520,204120,109675726604296,259867797,309999998905899754,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x976b3c3784ddc74ca28ad01d36f6bb24ff6c8ef9c2d181a3db9604e1e525c61a,16786627,2023-03-08 22:54:00
431,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202500,203040,102969736653859,50000000,37858006264074290,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x04e490c2a28e8f87d27fcce9967370a771de3149d9a2c09cded5a1dc590329ff,16784560,2023-03-08 15:54:00
432,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,198060,207180,30844617329701,240000000,164520600092228130,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x1d924f07b0cb3a6cf9b2ea247faeafba27c877e58e7c6f6b7a20ff15fef6ec24,16784509,2023-03-08 15:44:00
