,timestamp,usdc_high,usdc_low,usdc_open,usdc_close
0,2023-03-19 16:46:00,1831.3616377695068,1831.3616377695068,1831.3616377695068,1831.3616377695068
1,2023-03-19 16:45:00,1831.0844455137424,1831.0844455137424,1831.0844455137424,1831.0844455137424
2,2023-03-19 16:44:00,1831.3447379415752,1827.2718914498118,1827.3624960772866,1831.3447379415752
3,2023-03-19 16:43:00,1827.4220064043318,1824.438733742249,1824.4572179316701,1827.4220064043318
4,2023-03-19 16:42:00,1825.060815999643,1825.060815999643,1825.060815999643,1825.060815999643
5,2023-03-19 16:41:00,1824.995726622088,1823.3688683227642,1824.1023383543984,1824.995726622088
6,2023-03-19 16:40:00,1824.436677931839,1821.0885764276181,1821.1773840396586,1824.436677931839
7,2023-03-19 16:39:00,1821.6425465393058,1821.0973194713251,1821.6425465393058,1821.0973194713251
8,2023-03-19 16:38:00,1820.7939514663854,1820.7939514663854,1820.7939514663854,1820.7939514663854
9,2023-03-19 16:37:00,1820.5501569806138,1820.5501569806138,1820.5501569806138,1820.5501569806138
10,2023-03-19 16:36:00,1820.2332485097834,1820.2332485097834,1820.2332485097834,1820.2332485097834
11,2023-03-19 16:35:00,1818.608509228372,1818.608509228372,1818.608509228372,1818.608509228372
12,2023-03-19 16:34:00,1817.5749955540734,1813.889113709264,1813.889113709264,1817.5749955540734
13,2023-03-19 16:33:00,1809.2024526391447,1807.676412603113,1807.676412603113,1809.2024526391447
14,2023-03-19 16:32:00,1805.5115491115844,1805.1699290579463,1805.5115491115844,1805.1699290579463
15,2023-03-19 16:31:00,1805.4953638860263,1805.301146822181,1805.301146822181,1805.4953638860263
16,2023-03-19 16:29:00,1805.863892822215,1805.806596067591,1805.863892822215,1805.806596067591
17,2023-03-19 16:27:00,1805.8785085314216,1805.8785085314216,1805.8785085314216,1805.8785085314216
18,2023-03-19 16:26:00,1805.8814316945475,1805.7718999913413,1805.7718999913413,1805.8814316945475
19,2023-03-19 16:25:00,1805.7603920309332,1805.7557135928241,1805.7603920309332,1805.7557135928241
20,2023-03-19 16:24:00,1806.0710083079791,1805.7786810446073,1806.0710083079791,1805.7786810446073
21,2023-03-19 16:23:00,1806.1334058907337,1806.0456403168805,1806.1094706162603,1806.1334058907337
22,2023-03-19 16:21:00,1805.5457666715968,1805.5457666715968,1805.5457666715968,1805.5457666715968
23,2023-03-19 16:19:00,1805.6225902825329,1803.2303199475505,1803.2303199475505,1805.6225902825329
24,2023-03-19 16:18:00,1803.1090090031591,1803.1090090031591,1803.1090090031591,1803.1090090031591
25,2023-03-19 16:15:00,1803.1951329878825,1803.0333875303,1803.0333875303,1803.1702340937288
26,2023-03-19 16:14:00,1802.9504208037079,1802.9504208037079,1802.9504208037079,1802.9504208037079
27,2023-03-19 16:13:00,1802.8870783282762,1802.8870783282762,1802.8870783282762,1802.8870783282762
28,2023-03-19 16:12:00,1803.038703050992,1803.038703050992,1803.038703050992,1803.038703050992
29,2023-03-19 16:10:00,1802.7337159493054,1802.7337159493054,1802.7337159493054,1802.7337159493054
30,2023-03-19 16:08:00,1802.7380509901093,1802.7380509901093,1802.7380509901093,1802.7380509901093
31,2023-03-19 16:07:00,1802.9129963430657,1802.9129963430657,1802.9129963430657,1802.9129963430657
32,2023-03-19 16:06:00,1802.8616785293136,1802.8319769766756,1802.8319769766756,1802.8616785293136
33,2023-03-19 16:05:00,1803.3356486490356,1803.3356486490356,1803.3356486490356,1803.3356486490356
